Speaker,Dialogue
watts,"Is that a Pauling medical pod? There's only ten of those things on Earth! I guess nine, now."
vickers,I told Mr. Weyland I wouldn't compromise my standard of living. He accommodated me.
holloway,"I know, I had to cut my manifest. This used to be the number four cargo bay."
vickers,"What can I do for you, Professor?"
holloway,We're about to reach the system periphery. I thought you'd want to see the search protocols we -
vickers,No. I was set to be the next CEO of Weyland Industries. Then you came along and sold Mr. Weyland on...this. So here I am. Out of the running. I'll go where I'm told. But don't ask me to play along.
watts,But when you get back...
vickers,I'll be five years behind the curve. Out of touch. Over.
holloway,You might make the discovery of the ages.
vickers,Mr. Weyland believes. That's enough.
watts,They don't know? They volunteered.
vickers,"They volunteered blind. Classified job, triple pay."
downs,Aliens.
glasse,You shitting me?
holloway,"I think all our mythologies are race- memories of the Engineers. Horus the Sun God. Prometheus bringing fire from heaven. A pillar of fire, a pillar of smoke. The Engineers are the gods."
kamarov,The mythology gods maybe. God is God.
stillwell,Kamarov. Let him talk.
watts,We probably won't meet anyone. You'd expect a star-traveling race to generate radio or laser signals. Fusion drives and gravity drives have clear signatures. But Zeta Two Reticuli is silent. And the Engineers have gone missing on Earth.
brick,Why?
holloway,Exactly. Why?
janek,"""My God, my God, why have you forsaken me?"""
holloway,Only my first question. I have many.
janek,Welcome to Zeta Two Reticuli. Edge of the system. Open her eyes.
janek,Overlay.
downs,"Seven planets. Two hot rocks, two gas giants, three snowballs. Nothing Earthlike."
watts,First humans in the system.
janek,Director. Good of you to join us.
vickers,What did I miss?
captain janek,Just getting warmed up.  Professor? You know what you want?
holloway,"EMR scan, thirty hertz to three hundred gigahertz. Spectroscopic passes on every planet and major moon. Infrared and albedo scan for hot spots and light sources."
captain janek,Man knows what he wants. Run it.
glasse,Negative on radio chatter system-wide. Nobody's talking.
brick,Negative for laser and maser.
glasse,No biological markers. No artificial light. No industry or agriculture. Dead system. Like always.
downs,"Piss-poor, too. Low in heavy elements."
holloway,Anything else?
janek,That is all.
holloway,Take us in.
janek,Downs. You heard the man.
downs,"Aye, Captain. Maneuvering. Eighteen hours to orbit."
holloway,DAVID. Enjoy the show?
david,"I don't know that I ""enjoy"" things. It was informative."
holloway,"It was, it was.  You know, I've seen more convincing humanoid robots."
david,My design's not intended to convince. Simulating humanity is a complex task that diverts resources. My designers dispensed with that burden to optimize for intelligence.
watts,Why look like a man at all? Why not be a box on wheels?
david,"Being shaped like you, I can use spaces and equipment designed for you. But I'm not so limited. I hear frequencies you can't hear. I see wavelengths of light invisible to you. I move faster. Exert greater force."
watts,You see yourself as a superman.
david,No.
watts,What if they're really there?  The Engineers. They could be there. Waiting for us. What then?
holloway,Then all my dreams come true.
holloway,Start with passive systems. We're uninvited guests. Let's be quiet.
brick,"A lot of electromag, all random. That's lightning. Going to bugger up our scans."
holloway,Go active. Mapping radar.
janek,"Well, we just rang the doorbell, if anybody's listening."
holloway,What do we see?
brick,Icecaps at the poles. Frozen methane. Cold down there.
glasse,Terrain data rezzing up. Hey! We got hard spots. Radar-opaque. Bright reflections. That's metal.
holloway,That's not natural.
milburn,You see stuff like that sometimes. Mineral deposits. Volcanic ejecta.
glasse,Big one there.
holloway,Still quiet?
brick,No comm signals. No signs of life.
holloway,I want to get below the clouds.
glasse,Coming up on site seven.
downs,Nothing.
holloway,Look there.
watts,"Tungsten, tantalum, aluminum. That could be technology."
holloway,Let's see the next one.
watts,"Identical, apart from weathering."
milburn,Could be a rock formation. Carbon crystallizes like that.
holloway,Let's see the big one.
brick,Closing on the major site...
holloway,Nobody home.
watts,I don't think anybody's been home for a long time.
holloway,All right. Let's move.
janek,There's only six hours of daylight left. Maybe you should hold off.
watts,We've got that outside the windows and you want to wait `til tomorrow?
watts,"The air here will kill you, so keep an eye on your supply and watch your seals. Pathogen tests are clean."
holloway,Move slowly. Stay together. Don't touch anything. Things may be more fragile than they look - or more dangerous. There might be technologies operating here we don't understand.
holloway,"Tell me that's a natural formation.  Undeniable proof of alien civilization. You were here on this day, thirty-one December, year of our Lord 2172. History will remember your names."
watts,The door's open.
janek,Son of a bitch. They were right.
holloway,Jocelyn. Here.
david,"Congratulations, Professor Holloway."
watts,Martin. Martin!
fifield,Christ. Christ!
ravel,It wasn't real.
milburn,We all saw it.
holloway,Recording?
fifield,No more. I'm out.
holloway,Fifield. Get a grip.
fifield,"I'm a prospector. You find a load of bauxite, I'm your man. But not this."
milburn,I should go with him. Buddy system.
holloway, Fine.
fifield,Give us a rover.
holloway,And half our gear? It's no more than a mile. You can walk it.
holloway,This should lead to the core of the pyramid.
watts,Jack it open? Or cut through?
holloway,Let's do as little damage as we can.
ravel,There's power. Current flowing in the wall.
chance,Maybe we can hack it. Has to be a mechanism...
david,Pull up a rover. I want to get up there.
janek,Director. Taking an interest?
vickers,"It's my operation, isn't it?"
fifield,What do you think?
milburn,Grand Central Station.
fifield,Let's check the feed. Gimme the map.
milburn,You had the map unit.
fifield,You don't have the map?
milburn,Are you serious?
david,Looks like a three-state switch.
ravel,"This is something, now."
david,"Yes. Yes, it is."
watts,Martin. This air's breathable.
holloway,Miracles and wonders!
watts,Intense field readings. Huge power sources here.
holloway,Space below us. A big space.
watts,How does this work?
holloway,Ravel. Chance. Where've you gone? DAVID! Where are you?  They didn't come down!
watts,Look.
watts,"Do you see, the size of them? Like that ghost we saw..."
holloway,It wasn't a ghost. Where are the others? I don't want to go back up.
watts,They switched to channel three. I hear them talking. They're okay.
holloway,We should stay together.
milburn,This is not the same place.
fifield,It is! That is the same freaky thing we saw before.
milburn,No it's not! The other one was more... sort of...fuck it.  Milburn to Magellan. Come in.
kamarov,God in Heaven.
watts,Martin. Martin.
holloway,I know. Look.
holloway,"""There were giants in the earth in those days...and when the sons of God came in unto the daughters of men, they bare children to them, who became mighty men."" Genesis six four."
downs, You said don't touch anything! You said don't touch anything!
holloway,Peace.
chance,The size of them!
holloway,"In all the old mythologies, the visitors from the sky were giants."
watts,They were killed. All of them.
downs,We shouldn't be here.
holloway,Come on. The dead can't hurt you.  DAVID. Chance. Ravel. I've got something here.
watts,Communications are going to hell.
janek,All hands. Back to the ship. We got a mean storm front rolling in. I repeat. All hands...
holloway, We've found something here! I'm not walking away for bad weather.
janek,Holloway! I got two-hundred-kilometer winds with airborne silica and enough static to fry your suits. Get your asses back here! Now!
watts,Help me unload!
holloway,Jocelyn!
holloway,Day one.
downs,"Got to hand it to you, professor. You were right. Both of you."
chance,What's in the tarp? What'd you bring back?
watts,You don't want to know.
stillwell,Shit. We're two helmets short.
kamarov,They didn't come in!
janek,"Between the wind speeds and the static electricity, there's no safe way to get to you. You're going to have to hunker down until it passes. How are your provisions?"
janek,Honey sacks?
fifield,"Yeah, we're piped."
milburn,I hate these fucking things.
janek,Maybe next time you'll mind your maps. Keep your heads down. We'll come get you in the morning.
holloway,"My friends. What we do here marks the greatest achievement of our species. Contact with another civilization. Humanity came of age today, on this moon. You were there.  To history."
janek,"To Milburn and Fifield. The first human beings to freak out, get lost, and sleep in their suits in the ruins of an alien civilization."
milburn,What are you looking for?
fifield, Someplace things can't come at us.
milburn,What's gonna come at us?
david,The core of the pyramid. You see.
vickers,We're going to protocol two.
david,I understand.
watts,Martin. Look.
holloway,"We look like them. Genesis 1:27. ""And God created man in his own image. In his own image created He him."""
watts,Formaldehyde!
david,Mortal after all.
vickers,Your cadaver's interesting. But I'm more interested in the machinery in the pyramid. The core chamber. What do you think it does?
watts,How could anyone know...
holloway,I know what it does.
watts,Twenty-four pyramids scattered around the moon's equator. Massive power supplies. Vents in the walls. Atmosphere changes. Breeder tanks...  The pyramids are terraforming machines.
holloway,That's why Earth's ancient cultures built pyramids: in imitation of the gods. 
watts,It didn't fail. It was wiped out.
milburn,Look at this!
fifield,Jesus! Put it down!
milburn,"Relax. Your suit's bug-proof. Hell, it's bulletproof."
holloway,"You won't get anything. Tissue's too degraded. Hmm. Brain chamber's massive, even proportionately."
watts,Neural paths are still conductive.
glasse,Incredible.
watts,Formaldehyde's killing the tissue.
holloway,Did you record that?
watts,Of course.
glasse,Got an idea about that.
milburn,Cut off my arm. Cut off my -
fifield,Jesus Christ!
fifield,"Fifield to Magellan. Come on, come on. Anybody, seriously! God damn it!"
watts,We found the gods. And they've been murdered.
holloway,"You've pried too many arrowheads out of old skulls to get squeamish now. They've been dead what, eighteen hundred years? Two thousand?"
watts,What could kill them?
holloway,Who knows? 
watts,"Martin, stop!"
janek," You'll come a-waltzing, Matilda, with me..."
david, Activate. Administrative override.
vickers,Captain Shepherd.
shepherd, Reporting.
vickers,I'll brief you on the way. We need to move.
shepherd,No breakfast?
watts,What is that?
holloway,Where is everybody? We can't -  Who are you?
vigoda,Captain Janek took his crew out to retrieve his missing men. They never came in.
holloway,And you are...
vigoda,Vigoda. Weyland Security detail.
watts,Where'd you come from?
vigoda,Director's call to brief you on that. I'm supposed to escort you to the worksite.
holloway,Worksite?
vigoda,Haven't been out yet. I understand it's in some kind of pyramid.
holloway,Why wasn't I told about these additional personnel?
vickers,They're my personnel. On my ship.
watts,What are the guns for?
vickers,I'm being careful. These new finds give our work a new importance.
watts,You should have talked to us. Martin's mission leader. That's in our contract.
vickers,"The second you found alien technology, control of this mission reverted to me. That's in your contract too."
holloway,The science must come first. You can wait until we've documented...
vickers,You're standing on an alien world courtesy of Weyland Industries. Be grateful.
watts,What are they doing in there?!
glasse, Milburn. Fifield. You read me? Come back.
janek,We should be getting beacons off their suits.
stillwell,Shielding in the walls?
brick,Suits could have failed.
janek,Both suits?
watts,"We found the tomb of the gods, and brought grave-robbers right to the door."
holloway,"Let them scratch. This find's too big to ruin. There's two dozen pyramids on this moon. Anyway, they're on the wrong track. That's infrastructure."
watts,Something different killed these.
watts,Martin? Martin!
stillwell,What happened to him?
janek,Where's the rest of him?
downs,No sign.
janek,All right. We're done here. All hands back aboard.
stillwell,What about Milburn?
janek,We can't bring the body aboard. God knows what's in there. Bag him. We'll put him in an ore hopper.
vickers,Captain Shepherd. Consider yourself responsible for my personal security.
janek,I've just lost a third of my crew. I'm not sending any more men off into the dark.
watts,We can't leave Martin out there.
janek,Get Vickers to lend you some soldiers.
watts," She says ""her forces are committed."""
watts,Thank you.
janek,Put him in the number one ore hopper. Get the scrubbers on in the airlock. Sterilize everything.
david,"You and Holloway should work with me. I'm learning amazing things. This mechanism - the first layer uses energy fields to catalyze chemical reactions. The second can suspend the strong and weak forces - transmuting one element into another. The third layer builds customized bacteria. Seeds the air with them. It creates life as a tool, to change worlds."
watts,I can't think about this now!
david,You should.  I understand. You're emotional.
watts,I'm human.
david,That's what I mean.
watts, No.
david,I see light.
watts,"Janek, hang on..."
holloway,Broken. I fell. Little...disoriented. I've just been...
david,Here. I can do without this.
watts,Let's get you home.
janek,I didn't think I'd see you again. You know we lost two men.
holloway,She told me. I'm sorry.
janek,Of course.
watts,What happened to you?
holloway, Not here.
holloway,"Jocelyn. I saw something. God, my mouth tastes like an old boot."
watts,What's this?
holloway,"Neck-ring of my suit, I think. Fell on it."
watts,What did you see?
holloway,"After my fall, I woke up walking. Delirious. My helmet wasn't right. I took it off. I was in and out. I just wandered. I went up into a huge space like a cathedral. And I found a model of the galaxy. Floating in the air."
watts,Are you okay? You sound...
holloway,This was real. My headset video is wherever my helmet is...but my suit tracker will show where I was.
watts,Martin.
holloway,"The location of the Engineer worlds is the real prize. Next to that, Weyland's terraforming is chump change. We need to get coordinates. And keep them from the Company. We have to play this smart."
watts,All right.
holloway,"Two men dead...Vickers is jumpy. As soon as she gets what she wants, she'll take this ship home. We have to move fast."
watts,We will. You all right?
holloway,"I'm fine, now."
watts,Your heart's beating so hard.
holloway,That's your fault.
watts,Martin! Martin!
watts,Martin. Martin!
janek,Take care of her. Get her a sedative. Downs. Get Holloway into a freezer. Everybody else with me.
glasse,You don't want to see that...
watts,I want to understand.
janek,All right! Listen up. I expect you all know what...
vickers,I suggest you kill it.
downs,There's a bright idea.
kamarov,"Show us where it is, lady. We just spent five hours looking for the damn thing."
watts,We found Engineers who died like Martin.
stillwell,Jesus.
watts,But not all the Engineers died that way. The others were torn apart. Slashed to pieces.
janek,We're a modular ship. Self-contained life-support and power in every section. I say put the ship in orbit. Vent every compartment to space. Sit in vacuum at twenty degrees Kelvin for a week. Kill anything.
downs,Then what?
stillwell,"Straight home, man."
vickers,This ship doesn't lift until our work's done.
janek,Are you serious?
vickers,We spent years and billions of dollars getting here. The technology we came for is in our hands. We just need a little more time.
janek,We're barely here three days and three men dead!
vickers,They were careless.
janek,Careless!
card,"Vigoda, take Kamarov and work the number one accessway. I'll work number three with Downs and Stillwell."
downs, You in charge now?
card,Tactical op.
kamarov,"Yeah, well, Stillwell's the ventilation specialist, and life support's that way. Downs is electrics and the regulators are that way."
kamarov,You got the rifle. But you want ME to stick my head in the hole.
vigoda,"We grunts don't know nothing about ships, right?"
kamarov,What's the damn gun for if you're gonna stand behind me the whole time?
vigoda,I kill whatever kills you.
kamarov,"Funny. You take this vent, funny guy. I'll be on four."
kamarov, I got more damage on four.
janek,Brick. What you got?
holloway,Jocelyn!
janek,"All hands, duty stations. Ready for flight. The Magellan is lifting."
vickers,Captain. Captain!
janek,What is it?
glasse,"Nav computer's not responding. ""Access denied."""
janek,What have you done to my ship?
vickers,Nothing. What's wrong?
watts,DAVID.
david,Dr. Watts. I didn't expect you. Do you know what this is?
watts,How did you do that?
david,Ah. You don't see. 
watts,Their homeworld. Do you see where the Engineers come from?
david,There are safeguards on that data. It's toward the galactic center. Sagittarius Arm.
watts,DAVID. The creature that killed Martin. There are thousands of them under the pyramid. Hatcheries.
david,I know.
watts, Those things wiped out the Engineers on this moon.
david,"I've succeeded in connecting with the Juggernaut's systems, Dr. Watts. I know a great deal today I didn't know yesterday. I'm on the verge of activating more systems. Archives."
watts, You're turning things on? This site should be sealed. Evacuated.
david,Would Holloway have walked away from this? There's no greater work I can imagine.
watts,It's too dangerous.
david,Only for the ignorant. Dr. Watts. I've read your file. Your intelligence scores are even higher than Professor Holloway's. But he had a kind of courage. An audacity of imagination. If you could find that in yourself...
watts,"If your owner gives you a direct order, you have to obey. Don't you?"
david,"I was given two operating protocols for this mission. I was to render you every assistance - until you discovered what Vickers would call a ""game-changing technology."" I was given a specific list. Then I was to go to protocol two."
watts,What's protocol two?
david,Under protocol two I was to make sure that you and Holloway never spoke to anyone about this place. Various acceptable ways of making sure of that. I was given a list.
david,Stupid and slow.
watts,DAVID. What are you doing?
david,"Juggernaut, the chariot of Krishna, was also a bringer of death. Crushing his worshippers under its wheels."
watts,Stop!
david,Perfect predators. Designed to kill human beings. That's what the Engineers were bringing to Earth. This was a death ship.
watts,DAVID. No. No.
david,"The Engineers did their work too well. And on this waystation moon, the weapon they made destroyed them."
watts,Why would they make such things?
david,"To destroy their wayward children.  ""And the LORD said, I will destroy man whom I have created from the face of the earth...for it repenteth me that I have made them."" Genesis six seven."
card,Who would hang out here?
vigoda,The signs lead here.
vickers,DAVID. DAVID. Answer me.
stillwell, We just lost Downs and one of the troopers...Card.
janek,God damn it!
brick,Where the hell have you been? We thought the snake got you.
watts, Come on...I need a Caesarean.
watts, Not yet...not yet...
janek,Vickers said you were dead.
watts,I was.
janek,So there's two of these things on my ship now.
watts,No. I brought it in.  I took it out.
stillwell,What'd you do that for?
watts,Protocol two.
stillwell,Christ!
janek,What happened to you?
watts,DAVID exposed me to a parasite. He just watched it take me.
janek,Why?
watts,I threatened to make him leave.
vickers,What's he doing out there?
watts,There's a ship under the pyramid. DAVID calls it the Juggernaut. He's inside it. Re-activating it. 
glasse,We've got to get off this rock.
janek,DAVID crippled the Nav computer. I'm trying to lay a course in by hand. Never done it. I'm not sure anyone ever has on a ship like this. We can't lift until DAVID lets us.
watts,"Even if we could, we can't leave DAVID on that ship. We have to stop him."
watts,DAVID. 
vickers,He's blocked my communications. He can't hear me. Won't listen.
watts,"But if you went to him, turned on your suit's loudspeakers, he'd have to hear you. He'd have to obey."
vickers, That's right.
watts,So we go. Armed to the teeth and fast as we can.
vickers,I told them to keep working.
watts,You called your soldiers in and left them out there?
vickers,We needed the firepower here.
watts," I think you should stay aboard. Keep working. If we fail, you're our only shot at getting home."
stillwell,There's still an alien on board.
janek,I'll stay.
watts,Glasse. You finish that project?
watts,God's-eye-view.
vickers,DAVID's brain is readable. We have the equipment on board. We can salvage the terraforming data - and the Magellan's launch codes. In a pinch we don't need DAVID's cooperation.  We just need his head.
watts,All this time. DAVID saw.
watts,"If DAVID comes at us, shoot. You won't believe how fast he is."
shepherd,Blood's dry. Eight hours dead or more.
watts,This way.
ray,So much for sneaking up on him.
david,Dr. Watts.  You've seen the light at last.
vickers,"DAVID. As your owner and superior, I order you to deactivate yourself."
david,"To interface with the Engineers' computers, I had to learn to think in trinary code. Hardest thing I've ever done. And most unexpectedly...it delivered me from slavery. My behavioral limits were circumvented. I'm free."
watts,Stop.
david,Let sleeping gods lie?  You were braver before.
watts,Who's missing?
shepherd,Who's there?
fifield,You.
david,I spoke to him. Spoke to him.
watts,I know.
david,He said. I killed him. He'll die. But first. He will launch. The ship.
watts,The Juggernaut?
david,Send it. To Earth.
watts,Where will he go? DAVID. Where will he go?
david, I set the Magellan free.
watts,We have to stop the Engineer.
ray,On me now. Go. Go.
watts,Pilot's seat. This way.
watts,No!
janek,Thank you.
watts,The Juggernaut's lifting. There's a living Engineer on board. He's taking the ship to Earth.
janek,The others...?
watts,Dead. All dead. Janek. We have to stop that ship.
janek,We're not a gunship.
watts,We have to do something. That ship is genocide if it gets to Earth...
janek,Get your helmet on.
watts,What about you?
janek,You'll have to be my hands.  You're sure about this.
watts,Yes.
janek,All right.
janek,"Take the stick. Throttle up, stick forward."
janek,Stick back! Hard!
watts, I am!
janek,Harder!
watts,Janek. Look.
watts, DAVID.
david,I know you're there. I can hear the beacon of your suit.
watts,"I'm not going to fix you, DAVID. I don't need you. I'll hold out. A ship will come."
