Speaker,Dialogue
bb,"he first unit to respond must've scared them away before they could do the same thing to you. Pretty remarkable, considering your luck."
max,He was trying to tell me something.
max,"No.   I get Bflashes, but it's...wrong."
ax,You tell them where to find me.
bb,No need.   The funeral starts in an hour.
bb,ust slow down.   You need to--
ax,What I need is to borrow some dress blues. Can you help me out?
bb, Yeah. My office is on the way.
max,You quit working for Aesir?
max, It's a bullet hole.
bb,"Yeah, from a musket ball. The British used this place as a military prison during the Revolutionary War. Think about that. It's older than St. Paul's. M ax looks up at the crumbling gargoyles perched above."
bb,"W hen the weather isn't so shitty, the view is unbelievable.  I'm not making any guarantees that any of this will fit."
bb,I saved one of those for you.  Third page from the back.
bb,hey're going to set up some kind of scholarship in her name.
bb,"hey kept coming to me for suggestions over what she might want. I guess since we go back so far, maybe they think I'm  I said art. She liked art, right?"
bb,"t's a nice thing, a scholarship.   Good way to remember somebody."
bb,"You still haven't been out there, have you?"
bb," It's a nice spot. I'll go up there with you after, if you want..."
ax,"Christa, I'm really sorry about what--"
christa,Don't talk to me like some stranger.
christa,"Who did this to him, Max?"
max,"We don't have a lot, yet..."
christa," When everything happened to you, Alex completely fell apart. He ruined his life, he cared that much. So what are you going to do for him, now? M ax could melt under those eyes, but Christa turns her back and continues up the path to Alex's waiting coffin."
bravura,Detective Payne?
bravura,.A.   I need you to come with me.
max,ow?
bravura,Now.
christa, Okay.
bravura,ow'd the girl have your wallet?
max,She stole it.
bravura,Like...picked your pocket?
bravura,So you didn't know she was a prostitute?
max,"No, I didn't.    We met through a friend."
bravura,Trevor Duncan. He's your friend?
max,I guess.
bravura,"That's classy. You know what Trevor does for a living, I assume?"
max,He used to snitch for me.
bravura,"T ell me, Max, what's a glorified file clerk still need a snitch for?"
bravura,"see.   So you'd piss in a cup for us, right?"
bb, I think you just said the magic words. Call once you hear from the union lawyer.
bravura,ou and Detective Hillman haven't worked together since your reassignment. What made you get back in touch?
max,He wanted me to help him with something.
bravura, And?
max,That's what I'm going to do.
bravura,ook at this from my perspective: I've got two bodies in ten body bags. You M were the last person to see either one...
ax, And some of that blood is mine.     Good luck with your case.
bb,"Nice work, detective."
bravura,You've been around long enough to know I'm his only way out.
bb,"Well, I hope that felt good."
bb,"It makes you look guilty. You understand that, right? Now it's not just Alex's unit that thinks you're the guy..."
bb,You need friends on the force right now. There's only so much I can do outside...
bb,Where are you going?
max, There wasn't ever a key.
max,Lose your dog?
mona,We need to talk about my sister.
max,hoever killed your sister did the same thing to my partner--  It was the same person.
mona,Yeah.   You.
max,slurred) So stupid...
mona,"You left your wallet lying beside her body. Who's stupid? M ax slumps to the side, spitting out a stream of blood..."
max,Does that sound like something a Homicide cop would get wrong?
max,You know somebody named Owen?
mona,Owen Green?
max,Natasha called him on her way out of my apartment. Give me one day to--
ona,No.   Now.
max,Who is this guy?
mona,Somebody my sister used to hang around with. Nice kid. 
34.,MONA You better hope he backs your story up.
max,"I have things I need to ask him, myself."
mona," Owen, open up."
mona,Open--
max, Owen?
owen, Help me.
mona,Owen?
max,"Owen, wait..."
owen," Make them stop, tell them I can't fly..."
mona, What did we just see?
max,You're sure this is the place?
mona,Natasha had all her work done here.
artist,Something I can help you with?
max,What if I wanted this tattoo?
tattoo artist,Then you're probably in the Marine Corps.
max, This one.
mona,What is it?
tattoo artist, It's a Norse superstition. The Vikings used to wear them for protection.
mona,"Trust me, my sister had all the guardian angels she needed."
tattoo artist,Not angels. Valkyries. T he Artist goes to a shelf bulging with old books - his reference library. He searches through dusty volumes...
tattoo artist,"In Norse mythology, the only way you get to go to heaven is to die in violence. Die in your sleep, you go to hell. Valkyries fly over the battlefields, picking out the righteous dead. They reward the people who draw first blood.  A soldier's angel."
tattoo artist,"I'm generally thrilled to have referral business, but I tell people looking for those wings to find ink closer to home."
mona,Where's home?
tattoo artist,Some club down in Alphabet City.
max,Protection from what?
mona,Do you know this guy?
mona," Maybe it isn't anything new.   People get strung out, act crazy..."
max,You think they were both on something?
mona,"Crystal meth, maybe, some amphetamine that raises your body temperature in an overdose. Explains why they were both sweating like that, trying to cool off.  Of course, a junky won't usually jump out the window if there's someone left in the room to beg or rob."
max,You were standing right beside me.
mona,And?
max,Jumped is not the word I'd use.
mona,They all look...
max,Like Owen.
max,This isn't anything I've seen before.
max, No...
bb,"It was sitting at this very table that your father told me I needed to retire.  For about a minute, I just sat here thinking about knocking him out of his chair. The job was everything to me, to the point that I couldn't see the writing on the wall - what it was doing to my marriage, my health. Your old man knew if I was going to listen to reason, it B            could only happen in here."
bb,There's nothing you can't say in here. It's like hallowed ground.
max,I watched a guy throw himself out of a window tonight. The things he was saying-
bb,"Any guy who throws himself out a window, I wouldn't pay any attention to the things he said."
max,"The problem is, I knew what he was talking about."
max,I haven't been really afraid of anything since...that night.
bb,And you are now?
max,"There's something going on, and I can't find a rational explanation for it. "
43.,"MAX There's...something out there, hurting people--"
bb,"Okay, calm down."
max,It's real.     I'm not crazy.
bb,"Then stop acting like it. Max, you're breaking into offices, I.A. is all over you, you won't even show up for work..."
max,"The night Alex died, there was something else in the room with us. I saw it."
max,"It's the same thing these people are seeing right before they die.  I think Michelle saw it, too."
bb,"For God's sake, don't drag her into this."
bb,What's really going on here?
max,Alex found something out about what happened to her. Something new.
max,"He was trying, right before he died..."
bb,"Listen, okay? Why don't you come back with me, let Beth make up the guest room for you. Just for tonight."
bb,"You need to take some time. Get some sleep, heal up. See if it still feels real after that..."
max,It's real.
attendant, You riding?
attendant,"via intercom) If you're coming, you better come on. Way it's looking, might be the last train tonight."
vinnie,"In or out, asshole."
mona,We need to talk.  Talk.
vinnie,"Shut the door, then. You Ruskies may be used to it, but I'm freezing my dick off over here."
vinnie,Okay.     So talk.
mona,"Something was taken from me. It involves a club in Italian territory, so I need your blessing to go make it right. V INNIE You're asking my permission? smirking to his men) Well in that case, sweetheart..."
mona,I said `blessing.'
vinnie,"Oh. Well, blessing might cost extra. Which club are we talking about?"
mona,Ragna Rok.
vinnie,"Yeah, I know.  Sure, fine. You have my permission...blessing, whatever."
mona,"You do still control that block, right? It's south of--"
vinnie,The guy's name is Jack Lupino.
mona,"Well, that sounds Italian to me."
vinnie,"He's no kind of Italian I've ever seen. Tattooed freak, a real sicko from what we hear."
ona," You're afraid of tattoos, now?"
vinnie,"When the club first opened, I sent somebody down to collect the...you know, fire insurance. A day goes by, and I don't see him. Then I get two boxes delivered to me. One box's got my guy's hands and ears in it. The other box has a quarter of a million dollars in cash."
mona,This neighborhood has been your family's forever. Two-fifty large is all it takes to--
vinnie,"What got my attention, Mona, was that the boxes were delivered by a cop car. A guy in uniform hands them to me in broad daylight.  I'm not scared of tattoos, or freaks, or mouthy Russian bitches. But whoever's watching over Lupino, whoever it is you really need to bless you walking inside Ragna Rok...him, I am scared of."
max, Michelle!
max, Michelle?
max,"shouting to the door) Michelle, I'm right here..."
junkie,"It's okay.     They're angels, now."
max, Michelle!
max,Michelle...
bravura,I'm listening.
bb," You'd want to believe him, too."
bravura,Believe him about what?
bravura,Are you saying you think Max did have something to do with Alex's murder?
bb,"Absolutely not. Alex was his partner, they were like brothers...he couldn't have. There's no way."
bravura,Then what are we talking about?
bb,"Look, Max is like a son to me. Don't put me in a position to have to hang him.  But you should hear the kinds of things he's saying...hallucinations, none of it makes any sense to me. I'm worried he's going to get into another situation before I can convince him to come in. B RAVURA Are you telling me he was--"
bb,"I'm telling you to find him tonight, before somebody else gets hurt."
bb,"Is there anything we can do to help you bring him in? Unofficially, of course..."
bravura,Bringing him in won't be a problem. Where I need your help will be his--
ravura,A New Jersey unit ID'd him near his old house. It shouldn't be long.
bb,"You have to find him first, protect him. Some of the guys from Alex's unit beat you to him, they won't wait for a trial."
max," Okay, Chelle. Help me, here..."
ax," Relax, I'm a cop."
young cop,Don't move! I know who you are.
max,Just relax. I need you to trust me for a minute...
young cop,Yeah? Is that what you said to your partner?
max,You don't understand.
young cop, Lay down on your face.
max," Okay, just take it easy."
young cop,"Word's gotten around about the sick shit you did to him, too. If I were you, I'd get ready for sort of a long ride back into the city..."
colvin,We have a problem.
max, Subjects?
conductor," Ladies and gentlemen, please remain calm. The storm's caused a power failure, but it's absolutely nothing to worry about. We'll be up and running again before long."
max, Get out of the train.
max, Get out--
bb, Max? What are you doing?
bb,Those grunts who went crazy in Iraq?
ax,"Go a little further, read what they did to the bodies. It's the same as what happened to Alex and that girl."
max,Michelle.
max,"It's all in her notes: people describing fevers, hallucinations...their lymph nodes swell until their necks bruise like something's been choking them.  She wasn't seeing them. She was trying to figure out why other people were. B B thought she was working on allergy medicines."
ax,Somebody at Aesir knows what--
bb," Oh, my God."
bb,It's me.    I killed Alex.
max,What are you talking about?
bb,"He came to me about six months ago, asking about one of the executives at Aesir. At the time I had no reason to connect it to Michelle, I just thought...  I tried to warn him, this guy has connections to some scary people--"
max,Who?   What's his name?
bb,"Jason Colvin. He used to be the head of the pharmaceutical division, but he's moved up over the last few years.  I guess Michelle probably reported directly to him..."
bb,"ou've got copies of this stuff, right?"
bb,"e careful, Max."
homicide cop,"Looks like ten bodies, give or take. Even in New York, that ought to be enough to earn Payne the spike."
bravura,The blast point is outside the train.
bravura,"ased on the spread of the wreckage... they moving very fast, either."
homicide cop,"He forced them to stop, first."
bravura,"So he had the bomb with him inside, but he decided to walk outside to detonate it?"
homicide cop,Are you asking if that seems like odd behavior from a guy who cut his partner's head off?
oung cop,You wanted to see me?
homicide cop,"Careful what you say to him, if you ever want to make detective..."
young cop, I already filled out a report.
bravura,"Show me where it happened, then. E XT. STORAGE FACILITY - MORNING"
young cop,"He jumped out and wrapped that cord around me, and before I had a chance..."
bravura, He was coming out of here?
homicide cop,"Hey, real cops are working here..."
bravura, Where's the stuff you guys moved?
csi tech,Nothing's been moved.
homicide cop,"What, you playing detective now?"
bravura,"spent four hours up at Homicide going through Alex's desk and cataloging pictures of this woman, and not one of you bastards bothered to mention that she was Max Payne's wife?"
homicide cop, If Alex was getting a little something on the side--
bravura,Who are you protecting?
homicide cop,"Nobody, we just...why would anybody talk to IA without a reason?"
bravura," You've got a reason, now. Tell me everything you know about this woman, starting with her name."
colvin,"You should go on home, already.   There's nothing going on today..."
receptionist,"Well, there's someone in your office..."
max, This your daughter?
colvin,"Yes, it is. Three years old."
colvin,"Is there something I can help you with, detective?"
ax,You can tell me about Project Valhalla.
colvin, I think you might have the wrong...
max,eed to make a call?
colvin,Maybe I'd better.
colvin,"Yes, there's a detective here... to Max) What did you say your name was? M AX Max."
ax, She was my wife.
colvin, Excuse me?
max,Michelle Payne was my wife.
colvin,What--
max,"Before you say anything else, I want you to know who I am."
colvin,"Please, wait..."
bravura, I need to talk to somebody about a woman who used to work here.
colvin, Please don't hit me again.
max,ut it wasn't the universe that took my family away from me.
max,It was you.
max,Tell me about Valhalla.
colvin,There is no--
max,Tell me.
colvin,There's no Project Valhalla anymore.   I shut it down years ago.
colvin," It was a disaster. The drug was so addictive, the damage it did to the mind was so devastating that we lost our government funding. By the end, we couldn't even guarantee the safety of our scientists administering the experiment. Test subjects would follow them home and kill them for an extra dose. M AX Is that what happened to Michelle?"
colvin,Nobody knows what happened to her.
olvin,"terrified) People thought Michelle might be a whistle-blower. That she wasn't loyal enough to Aesir, and she might go public about the program."
guard,Authorized personnel only.
bravura,Don't look at him.    Move aside.  I 'm authorized.
colvin,Why are you asking me about this?
max,"I already told you.    Be quiet, now."
colvin,"But why today? It's over, I got rid of everything before they moved me out of the division--"
max,"Then you haven't been Downtown lately, because you missed a spot."
colvin,Are you telling me that there are people out there taking the drug again? urgent) How many of them?
colvin,"I knew it, I knew something was going on. I told her the numbers were too good--"
colvin,They're not coming for you.
max,What are you talking about?
colvin,"Show that to whoever will watch. If this thing spreads, nothing will keep the rest of you safe."
colvin," Wait, I'm not ready..."
max,"Back up, all of you.   Make a path."
max,"calling to the guards) Stay back, or I'll--"
bravura,"This is Jim Bravura, IA. You need to tell the units responding to the Aesir call to come equipped for automatic--  Hell yes, I'd like to report something. We've got machine gun fire in Midtown."
bravura, Put your hands up!
bravura," You need to come in now, before anything else gets pinned on you."
max,She was trying to stop it.
bravura,Stop what?     Tell me what's happening--
bravura,NYPD!   Hold your fire!
bravura, Hold your fire!
mona,That's the guy.
max,What are you talking about?
mona,He's the one behind Ragna Rok. It's his club where the drug's being sold.
73., Like you're aware of the power you have in your own hands to make the world a better place.
ona,So what do we do now?
mona,What are you doing?  Hey!
max,He killed my wife.
mona,I've been inside that club.   You don't have a chance on your own.  But you don't care.
mona,"You don't want my help, because you think if he puts you out of your misery, you'll get to see her again."
mona,I hope that's really the way it works.
guard, Screw this...
upino,I don't need protection.   I have my own.
lupino,"an you hear them, now?"
lupino,We'll see which one us they're flying for. We'll see who they love best.
max,Who is your contact at Aesir?
max,louder) Who sent you after Michelle? L UPINO  You are so blessed.
max,"ou don't know what I'm talking about, do you?"
lupino,The angels are not done with you yet.
max, BB?
ax,"What's going on here, BB?"
max,Hey!
joe salle, Now?
bb,"Not unless you feel like carrying him out of here. Max knows me, and I definitely don't know Mr. Lupino."
max,"shouting) Look at me, BB.    At least face what you're doing..."
bb,row up.
bb,"She had no right to put me in that situation. Asking me to pass up this kind of an opportunity to help her rat out my bosses...I'm sorry, but that's unreasonable."
bb,"But then again, who could blame her for getting confused, being married to such a righteous man. So maybe it is your fault, after all.  Just like your old man. Always knew you were better than everyone else--"
max,No.   Just better than you.
bb,"For what it's worth, he didn't know Michelle was going to die."
bb,"He thought they were going out there to scare her, destroy her research."
bb,I'd arranged with the other guys to finish the job.
bb," And as thanks, you nearly blew his head off while he crawled out the window."
bb,You really didn't know?
ax," You should have killed me then, when you had a chance."
bb,"I learned something from your father, years ago. Always give people a choice."
bb,"He gave me the choice between early retirement or facing the charges he was going to bring against me. He sat me down in that bar and explained that I could either give up the thing I loved, or I could have it taken away by force. That "
82.,"BB You could have put a gun in your mouth any time you wanted. Or, you could have kept living in the hell I made for you. That's your choice."
bb,"Just out of curiosity, though: why don't I have a chance now?"
max,Because now I know it's you.
bb,"Well, you're--"
joe salle,"Okay, enough. This is far enough."
joe salle,BB...
bb,'ve got something better.
bb, Grab me some of that rope.
bb,It's not like we didn't see it coming.
bb,"Sullen, withdrawn...Max just never seemed the same after the tragedy."
bb,"It's a good thing his father didn't live to see it, though. Bill Payne's only son, a strung-out suicide."
bb,smiling) It would have eaten him alive.
max,Bravura's not going to buy it.
bb,Sure? Not even once the autopsy turns up traces in your blood?
bb,"dosed you that night at Alex's, just to make sure things were fuzzy. Compliments of the house."
bb,"oe, why don't you calm down..."
bb,"It's fine, as cold as that water is...  Just in case, though. Make sure."
joe salle,How?
michelle,Are you home?
aptain," You know how blind I am, I'm not crashing into the dock again. When the power--"
captain,ang on a second.
aptain,to himself) Jumpers.
captain,oly shit...  Somebody get out here!
first mate,It's too late. He's frozen solid.
captain, Somebody get some blankets.
captain,"all the cops, he's bleeding everywhere."
captain,on't move. We've got help coming.
irst mate,What is that? What's he...
aptain,"Great, a junkie bleeding on my boat."
captain,"What do you mean, he's a block of ice..."
first mate,Maybe it's a fever already.
captain,"Let him go, then."
bravura,"Okay.   Again, from the beginning."
ravura,An investigation into departmental corruption. They're material witnesses--
ranking officer,"Just between you and me, I wouldn't count on these men being any kind of witnesses at all. I served with a few of them, and remember what kind of officers they were."
bravura,What kind would that be?
ranking officer,Cops.   Real cops.
ranking officer,o offense.
bravura,"None taken.  Agent Taliente, I'd like you to meet a real cop."
detective, Let me talk to BB.
joe salle,What's going on downtown?
bb,Bravura called in the Feds.
bb,"or God's sake, come on. Max is dead, they've got nothing else."
joe salle,He's not dead. He's here.
bb,Bullshit.    There's no way--
joe salle,Who are you calling?
bb,Her.
nicole horne, This isn't a number you use.
bb,need you to send a helicopter to my building. NThe storm's breaking...
nicole horne,"here was a shoot-out in my building yesterday, twenty floors from where I'm sitting. A secretary was killed."
bb,"I understand an executive named Jason Colvin was also among the dead. Senseless tragedies, all."
bb,"Everything's fine, we're just--"
nicole horne,This was more than you were ready for.
bb,What is that supposed to mean?
nicole horne,Perhaps our partnership has run its course.
bb,Think pretty hard about that. I'm about to be surrounded by Federal agents--
nicole horne," Good heavens, BB. Best of luck."
bb,Who needs luck? They're going to love the stories I can tell.
nicole horne,Careful.
bb," Send the helicopter, then."
nicole horne,It's on its away.
bb,Take everybody and get downstairs.    I want no less than his head.
bb,"Take some C4, wire it so he can't make it to the roof. I'll wait on the chopper."
bb, You know I won't leave without you.
mona,Max!
mona,You don't have much time.
mona,"I'll do what I can to slow them down, but you have to hurry."
mona,You're not done yet.
bb," The weather's broken, your pilot is going to have no problem landing."
mona,Where's the detonator?
joe salle,"There's more like this all over. Even if the building doesn't collapse, this floor is gone.  Careful with that thing, is what I'm saying. I'm sure you and I can work something out."
uards,Drop your weapon!
joe salle, Just hand it over.
joe salle,"B's done for, but this thing doesn't have to stop. I'm his number two, and somebody has to take over for Lupino. Like I said, we can work something out."
joe salle,"frowning, confused) Give me one reason we can't do business."
bravura,"Try to take Payne alive, if there's anything left."
bb,"It's unbelievable. All that snow, and... Watch it end up being a beautiful day."
bb,"You want my confession, first?   You came all this way for it..."
bb," Forgive me, Max, for I have sinned. I should have bet more on you, and less on that helicopter."
bb,"Just get to it, already. That's all I ask. You've earned it, so just..."
bb,"But I want you to listen to me, first. Just try to hear what--"
max's voice,I don't believe in heaven.
max's voice,But I have this idea about it.
