Speaker,Dialogue
6.,"HARDY Tell me what I can do. OSBORNE You can get us some answers. Hardy takes off his sunglasses, noticing her. STYLES This is Warrant Officer Julia Osborne, The closest thing we have to an in- House investigator. HARDY And here you are going out of house. How's that make you feel, Jules? OSBORNE Hostile and uncooperative. HARDY Fantastic.   You want to tell me what's going on? INT. FORT MCKINLEY -- CORRIDORS MORNING Hardy follows Styles and Osborne. They pass SOLDIERS replacing broken windows and sweeping up glass. STYLES The official term for it is ""Clusterfuck"" . By the time Beth hit us, I'd canceled all off base exercises save one - a six man cadet team and their Drill out in the bush. We're missing three and the Sergeant. The cadets are in their eighth week of the cycle, nobody here knows much about them, up to and including their names. But the Sergeant... HARDY It's not West, is it?    Tell me it's not West. Styles' look tells him it is. HARDY Ah, Christ OSBORNE You knew Sergeant West? HARDY He was our Drill here.    Man's older than sand."
7.,"STYLES A few years ago, the Army picked our good buddy as their go to non-com to trot out to the press to talk about the kinder, gentler military. He even did the standard video greeting played to all incoming Basic cadets across the country. HARDY Well, he's a good soldier. Osborne nods, agreeing. HARDY I didn't mean that as a compliment. OSBORNE Sergeant West's served for twenty- Three years. He's the public face of the modern Army. HARDY And you notice I'm not in the Army anymore. They round a corner. STYLES The exercise was one of his Section Eight ""private sessions"". Left around 2100 yesterday and were scheduled for pick up at 0630 this morning. HARDY And the problem is you only got three. STYLES No, the problem is one's dead, one's got a bullet in his arm, and one won't talk. The one who won't talk was trading live fire with the dead one as we reached the pick-up. HARDY I'm assuming that's what made him the dead one? STYLES Cadet Roberto R. Nunez.   Killed right in front of me. OSBORNE Search parties for the others are fanning out in a ten click radius from the pickup. If they're hurt and we can get to them in time..."
8.,"STYLES I called the JAG Corps, the two cadets we retrieved are to be flown to D.C. On a transport leaving here at 1700- HARDY Which gives us about five hours. Why'd you call me? STYLES The guy in interrogation said he'd only talk to a cop. HARDY And I'm the closest thing to it, right? Styles stops, turning to his friend. STYLES Tom, bottom line: I let those kids go out there. If JAG shows up and I don't have any answers for them, my career is finished- HARDY I'm not gonna let that happen. Styles exhales, relieved. STYLES Thank you. Osborne will brief you on the cadets. And Tom?  It really is good to see you. INT. FORT MCKINLEY -- OSBORNE'S OFFICE -- MORNING Osborne and Hardy enter, stepping over broken glass and hurricane debris. Hardy looks around. HARDY Gotta be honest, I love what you've Done with the place- OSBORNE You and the Colonel go back. HARDY He got me through Basic and a lot of other stuff. I owe him. OSBORNE You're the Tom Hardy I've been reading about in the papers, right? New Orleans PD fired you for taking bribes from Guissepe Torres."
9.,"HARDY It was for suspicion of bribery, it's really all in the wording- OSBORNE Wording and your friendship with the Colonel aside, I'm not comfortable having you involved in this. HARDY Subtlety really isn't one of you finer points, is it, Osborne? Osborne opens her mouth to reply but Hardy cuts her off. HARDY Three things. First - You don't have a choice. Second- I've never taken a bribe in my life. And Third - I'm still a little drunk from last night, so if I skip over the witty banter and move forward to straight hitting on you, try not to take offense. Tell me about the two guys. OSBORNE Hurricane knocked out our Mainframe, so all we have are their dogtags. Cadets Raymond Dunbar and Levi Kendall- HARDY Levi?   Who names their kid Levi- OSB0RNE Senator Jonathan Kendall, of Ohio. HARDY Christ... Remind me to thank Bill for mentioning that on the phone- OSBORNE Kendall Junior is still  in surgery, so he won't be available  to answer for his name or anything  else for another hour - the cadet  we're talking to first is Dunbar. HARDY He's in interrogation? OSBORNE Yes. HARDY Move him."
10.,"OSBORNE Why? HARDY Because interrogation rooms look suspiciously like interrogation rooms, which doesn't exactly put people at ease. Is he cute? OSBORNE Excuse me? HARDY Is Dunbar cute? OSBORNE  into"
11.,"INT. COFFEE ROOM -- MORNING A small cluttered room with the shades drawn. A folding table has been set up in the middle of it with a chair on each side. Dunbar takes a seat in the far chair. Takes in his surroundings as the MP's leave, locking the door. INT. FORT MCKINLEY -- CORRIDOR - MORNING Hardy and Osborne head towards the Coffee Room. OSBORNE I questioned him for three hours and he didn't make a sound. You don't have a badge, he won't talk to you. HARDY, Ten bucks says I have him talking in under three minutes. Osborne starts the timer on her digital watch. OSBORNE Go. INT. COFFEE ROOM -- MORNING Dunbar looks up as they enter.    Hardy smiles, cheerily. HARDY Cadet Dunbar, good morning! I'm Tom Hardy and I believe you've already met Officer Osborne. I understand you had a rough time of it last night? No response.    Hardy takes a seat across from the cadet. HARDY Not talking, huh? You probably just want to get some food and some sleep. They feed you yet? No response.    Hardy reaches into his pocket.   Pulls out a DONUT. Dunbar eyes it, wary but definitely wanting it. HARDY Go on. You can eat in front of someone and still not talk to them - my parents did it for years. Dunbar grabs the donut, wolfing it down. HARDY Want another one? No response.    Osborne looks to her watch - it's been a minute."
12.,"HARDY Maybe later. Ray, let me say this up front - I'm not a cop. Dunbar turns away, no longer interested.   Hardy continues: HARDY I used to be, but that's beside the point. Who I am doesn't really matter; what matters is that right now, you're in a shitload of trouble. You understand that, right? No response. HARDY Now, I don't know if you did what you did in self defense and frankly I don't really care. I'm just doing a favor for Colonel Styles because he wants to know if anyone else who's still out there is in need of assistance. To be honest with you, though, I don't care about that either. Dunbar looks up at this, surprised. HARDY I don't know those guys, you do. They die, to me, it's like seeing a couple people died in a fire on the news - tragic, but it doesn't affect me. The only thing I care about is I agreed to do a favor for a friend and try and talk to you till your transpo shows up. You like baseball? No response.   Osborne looks at her watch - two minutes. HARDY I could talk baseball for   days. Batting averages, ERA's, I   got statistics in my brain, I   don't know how I remember them. It's    freaky. You wanna talk baseball? Dunbar, completely confused. HARDY Come on Ray, we're gonna be here five hours, we gotta talk about something. So who do you like? A long silence and then:"
13.,"DUNBAR I don't like baseball. Hardy grins as Osborne stops her watch at 2:41. HARDY Why not? DUNBAR I asked for a policeman. HARDY You're under military arrest, it's not gonna happen. What's wrong with baseball? DUNBAR It's... too slow. HARDY Well, it's a game of anticipation, that's the beauty. DUNBAR I just don't like it. HARDY What do you like then? As they continue, we TRACK under the table to reveal a HIDDEN MICROPHONE... INT. STYLES' OFFICE -- MORNING Styles and an M.P. listening to the Coffee Room conversation. DUNBAR'S VOICE, over the speaker: DUNBAR "
14.,HARDY 
15.,"HARDY She shouts, I stand up for you, you're grateful, a bond of trust is established. Osborne, stunned by this. HARDY But I don't want to play games. That's why you're not in an interrogation room, with one of those two way mirrors - everyone knows those things are two way, right? Dunbar looks at him good nods slowly. HARDY Right. Now, I'm gonna go get you another donut and you think about whether you want to talk more, okay? DUNBAR Okay. Hardy smiles at him, gets up, and leaves. INT. FORT MCKINLEY -- CORRIDOR -- MORNING Osborne follows him out into the hall where Styles waits. OSBORNE Baseball? HARDY Believe somebody owes me ten dollars- OSBORNE You made me look like an idiot- HARDY Oh, I'm sorry, I didn't know the object of the interrogation is to make you look good- Everyone knows good cop, bad cop - by admitting it I appeared trustworthy. STYLES You think he did it? OSBORNE No- HARDY Yes- They stop, looking at each other."
16.,STYLES You've got four hours and forty-five minutes to find out.
hardy,"Why'd you ask for a cop, Ray?"
dunbar,I'm not telling you what happened.
hardy,Okay... but I would like to know about the other cadets. What they were like - nice guys? Dunbar takes a deep breath.
dunbar,Some.
hardy,Tell me about them.
west,"You motherfuckers have just made the worst mistake of your lives! You have chosen to join my Army! This Army is my mother, my father, and my little virgin sister and I will not allow anyone or anything that is not up to my standards near her pretty little virgin cooze, do you understand me - give me a sir, yes, sir!"
the cadets,"Sir, yes, sir!"
17.,"WEST Those who I deem unworthy to pass through this camp will quit, and those who refuse to quit I will kill. You ever hear of a training accident - Give me a sir, yes, sir! THE CADETS Sir, yes, sir! WEST In my time I have killed sixteen men for the good of my country, sixteen men whose entrance into this Army I could not condone, as it would weaken the fabric of this nation's defense! This base suffers an average of three training accidents a year, unfortunate incidents that I will not hesitate to repeat if you cross me, understand - Give me a sir, yes, sir! THE CADETS Sir, yes, sir! WEST So forget what you've seen on Sixty fucking Minutes about the kinder, gentler military - you will either succeed, quit, or die by my hand! He walks over to a tall black cadet in the front row.   PIKE. WEST My power here is absolute, isn't that right, nigger? PIKE Sir, yes, sir! West hauls off and SLAPS Pike across the face! WEST I hail from Biloxi, Mississippi where we string greasy coon necks up from tree branches when the mood strikes us you have a problem with that? PIKE Sir, no, sir! West grabs Pike by the neck, CHOKING HIM. The others Cadets GASP. Pike goes down on his knees, the loss of air is so great. He reaches up automatically to try and save himself..."
18.,"WEST What the fuck is this? You lay a hand on me while I'm trying to do my duty and rid the world of you? He KICKS PIKE IN THE BALLS and releases him. Pike goes fetal on the ground, VOMITING, as West stands over him, screaming. WEST Get the fuck up, you're still in formation, get the fuck up! Pike somehow gets to his feet, vomit streaking his clothes. WEST What the fuck have you done to that uniform, take it off, take it off, take it off! Pike, still gasping, can't move fast enough.    West slaps him again and tears the man's shirt off. WEST Get those fucking pants off, I want you buck ass naked, you don't deserve to wear these beautiful United States Army issue clothes! Pike struggles off the rest of his clothes until he is NAKED. West turns and spies Dunbar in the line. WEST Cadet, what's your name! DUNBAR Sir, Dunbar, sir! WEST You know how to work a pistol, Dunbar? DUNBAR Sir, yes, sir! West draws one of his PISTOLS and gives it to him. WEST Dunbar you are to stand here and guard this nigger for the next twenty- four hours! He is not to be given food, water, or clothes! If he so much as moves, you are to blow his nigger brains out, is that clear? DUNBAR Sir, yes, sir!"
19.,"WEST The rest of you, fallout for physicals! The rest of the Cadets fallout, following West away to one of the buildings, leaving Dunbar and Pike. One with a gun, the other naked. DUNBAR  Washout rejects, guys he said were , ""dumbfucks too stupid to know they were dead"". He separated us from the rest. We slept alone..."
20.,"INT. MESS HALL -- EIGHT WEEKS AGO -- MORNING The same four Cadets, eating ON THE FLOOR as the other members of the Cadet Corps chow at tables. DUNBAR  I'm living proof. How did you get Sectioned, Ray?"
21.,"Dunbar gives a look that almost resembles a smile. DUNBAR That first night with Pike. I made the mistake of letting him sit down at around 0300. OSBORNE Tell us about the other guys, the ones West weeded out. DUNBAR There were six of us... EXT. OBSTACLE COURSE.-- ONE WEEK AGO -- EVENING The six members of Section Eight on a forced run through the rain. We focus in each face as Dunbar describes them. First up is MUELLER a tall Aryan looking blonde with a square jaw. DUNBAR "
22.,"DUNBAR  Yeah. Spent half his time in the infirmary. Only reason he enlisted was his father. West didn't section him till last week. INT. COFFEE ROOM -- PRESENT DAY HARDY And those were the guys who went on the exercise with you? DUN BAR Yeah.   And that's all I'm saying. Hardy leans back in his chair. HARDY You smoke, Ray? DUNBAR This is one of those interrogation tricks, isn't it? You don't give me a cigarette till I tell you more. HARDY No, actually, I just left mine in the car and was hoping you had some. Dunbar studies him for a moment and then pulls a pack of Dorals from his pocket and puts them on the table. HARDY My brand.   Must be my lucky day."
23.,"He takes one and lights it.      Dunbar does the same. HARDY Let me ask you one thing. You seem like a good guy, Ray. You carried Kendall wounded to the pickup. So what I don't get is what you did to make Nunez want to kill you? Dunbar just looks at the ground. A KNOCK at the door.    Hardy and Osborne turn to see an M.P. stick his head in. M. P. Sirs? INT. FORT MCKINLEY -- CORRIDORS -- MORNING Hardy and Osborne emerge to find Styles waiting for them. HARDY He's not done by a longshot, I can get more out of him- STYLES He can wait.     Kendall's out of surgery. EXT. ARMY JEEP  -- MORNING Hardy and Osborne sit in the back of the open car as it rumbles across the grounds, headed towards the Base Hospital. They sit in silence until: HARDY Why'd you join the army? Osborne looks at him, annoyed. OSBORNE You really want to make banal chit- Chat like that now? HARDY You're right. We should sit in silence. OSBORNE We're in the middle of a murder case- HARDY Best time for banal chit-chat. He slips something into his pocket. OSBORNE What is that?"
24.,"HARDY Microrecorder for Kendall - didn't have- time to wire his room. Now tell me why you joined the army or I'll jab this pen through your neck. Osborne smiles in spite of, herself. OSBORNE Typical army brat story. Dad was noncom, Mom was a Nurse. There was never any real doubt of joining up. HARDY You had a mobile of bayonets above your crib. OSBORNE Something like that.     You? HARDY I lost a bet. Osborne laughs. OSBORNE You're kidding. HARDY Yeah. That's just the story I tell the girls to get them into bed. Truth is... I don't know. The whole honor and duty thing. Make a difference in the world, crap like that. Didn't really work out. Osborne studies him. OSBORNE I bet    that's the second story you tell    the girls to get them into bed, after    you make them laugh with the first    one. Hardy just smiles. OSBORNE This is the straight hitting on me you were talking about, isn't it? HARDY The very same. OSBORNE You do understand that there's absolutely no way I could ever be attracted to you, right?"
25.,"HARDY I plan to grow on you. OSBORNE You're off to a late start. HARDY So noted. They pass an OVERTURNED CLIMBING TOWER. HARDY You guys really got the shit kicked out of you here. OSBORNE Imagine what it must have been like for them out there. What do you think of Dunbar? HARDY He's telling the truth, up to a point. OSBORNE What point? Hardy doesn't respond, instead looking out as they pass the SECTION EIGHT BARRACKS. OSBORNE Something wrong? HARDY Being back here. Gives me the willies. OSBORNE Not the happiest of memories? FLASHCUT TO - FIFTEEN YEARS AGO. A bunch of young Cadets, Hardy and Styles among them, doing forced push-ups by the barracks in the rain as West randomly berates and KICKS THEM. BACK TO HARDY - As he looks away and shakes it off. HARDY No. INT. BASE HOSPITAL -- RECOVERY UNIT -- DAY A NURSE leads Hardy and Osborne down a spotless white hall. NURSE Normally we wouldn't let anyone see him this soon, but Colonel Styles said it was urgent-"
26.,"HARDY It is. OSBORNE Remember, he's the son of a Senator, so go easy. Kid gloves. HARDY Got it. INT. BASE HOSPITAL -- KENDALL'S ROOM -- DAY Kendall lies in a bed, a network of tubes in his arm.   He is awake but pale, still weak. He studies his visitors. KENDALL You... I've seen you around the Base. But you...  I'm the victim here. HARDY But not the only victim, right? KENDALL My, my, my, how did things turn so hostile so quickly? If I didn't know better, I'd say you two were out to get me."
27.,"OSBORNE We just want- KENDALL What, ""The Truth""? Please. There are degrees of truth, officer, always degrees. Things are not what they seem. Hardy stares at him for a moment and then gets up to leave. HARDY It's too early in the day for me to give a shit about some pissant cadet's bad version of ""intrigue"". You want to talk to us, send word over to the brig. Let's go. Nonplussed, Osborne follows.    Hardy turns back at the door. HARDY You're working too hard, Levi. I can tell cause you're sweating. And you're sweating cause you have no idea what Dunbar's already told us. INT. BASE HOSPITAL -- CORRIDORS -- DAY Hardy and Osborne walk to the NURSE'S STATION. OSBORNE That was kid gloves? HARDY Have no fear, Osborne, we have not yet begun to fight. He pulls a cigarette from his pocket and lights it. OSBORNE But we have to question him-  Thought you didn't have cigarettes- HARDY I lied.   Wait for it... Osborne just stares at him, not knowing what to say next. The PHONE at the Nurse's Station rings and a NURSE answers. Listens for a moment, hangs up, and turns to them. NURSE Cadet Kendall- HARDY We're on our way."
28.,"INT. KENDALL'S HOSPITAL ROOM -- DAY Hardy and Osborne sit across from Kendall's bed. HARDY Sergeant West is dead isn't he? Kendall nods. HARDY And the other three Cadets? Kendall hesitates, then nods again. HARDY Feel free to elaborate . Kendall takes a breath and begins, all trace of bravado gone. KENDALL My father is a powerful man. Over the years he's used that power to protect me, in one form or another, from certain... unpleasantries.  I am a homosexual. HARDY Senator Daddy must be thrilled. KENDALL He is not, shall we say, wild about the idea. He has asked me on numerous occasions to be more discreet about my proclivities, and I have done my best to oblige him. However, in the last four weeks, I began a relationship with another cadet. What do you think of that? HARDY I think you just blew ""Don't Ask, Don't Tell"" out of the fucking water. KENDALL The Sergeant discovered this relationship and wanted me expelled. My father interceded, so instead, West Sectioned me and made sure every other cadet knew that I was gay. OSBORNE He couldn't kick you out so he wanted you to quit on your own. KENDALL He wanted more than that."
29.,"HARDY More intrigue, Levi?"
kendall,Yes.
west,"Get up, get up, get up! We're going on a little night hike, boys - muster in five on the south tarmac!"
pike,Hurricane's due after midnight and we're still going out?
mueller,"Toughens us up, Pike.    You don't like it, quit."
kendall,Maybe we shouldn't go.
mueller,The faggot speaks.
kendall,"You ever been in a hurricane, Mueller?"
mueller," You ever been in a hurricane, Mueller?"
nunez,You really heard this?
30.,"PIKE You know Popham, works in the kitchen? He told me it was on the radio. He stops, listening.    They all hear the WIND, HOWLING outside. KENDALL We should tell him we're not going. MUELLER Oh, yeah, ""Excuse me, Sergeant, sir, we don't feel like going out - we don't want to get rained on."" He'll kick our asses from here to Cleveland. He pulls on his rain poncho and is out the door, Nunez right behind him. The others, getting ready, all except Kendall. Dunbar comes over and puts a hand on his shoulder. DUNBAR He's right.    We don't have a choice. EXT. FORT MCKINLEY -- TARMAC -- LAST NIGHT The six cadets, mustered in front of West and a TRANSPORT CHOPPER. West hands out M-16's, sidearms, and grenades while yelling above the wind. WEST A rifle, a pistol, and three phosphorous grenades to a man! This is live fire, so keep those safetied until we touch down; I don't want anyone shooting their dick off! Some chuckling. WEST Some of you may have heard there's a hurricane coming! American soldiers do not wait for good weather - they do not wait for a bright sunshiney day to do their duty! An American Soldier learns to operate in the worst conditions and turn said conditions into an advantage against their enemy! Anyone who thinks these conditions are too harsh, feel free to lay down and die, you get me? THE CADETS Sir, yes, sir! WEST LZ is two clicks North of a cabin, you are to split into teams of two "
31.,"WEST  and work your way through your designated area blasting as many targets as you can find! Each area has twenty targets, first team to take all twenty and find the cabin wins! Teams are as follows - Dunbar and Nunez, Pike and Mueller, Kendall and Childs! Mueller groans. WEST I will be in the areas monitoring your progress and if I see anyone drag ass I will personally slit you stem to sternum and leave you for dead! Fall out! The Cadets board the Transport Chopper. Kendall gets on last, passing West who leans in and whispers to him: WEST You're gonna die tonight, faggot. INT. KENDALL'S HOSPITAL ROOM -- PRESENT DAY Osborne looks up. OSBORNE He said what? KENDALL ""You're gonna die tonight, faggot"" . Clear as day. OSBORNE No one else heard it? KENDALL He whispered it in my ear. Hardy scratches his temple. HARDY Levi, I don't know   if you're familiar with investigative   work, but we have this little thing   called ""motive"" and you just gave   yourself one. KENDALL You said you wanted to know what happened- I'm telling you the truth. HARDY What happened to ""degrees""?"
32.,"KENDALL Didn't kill him- HARDY Then who did? INT. ARMY TRANSPORT HELICOPTER  I started getting it in my head that maybe West had paid him, maybe he was the one who was supposed to give me a training accident- The ROAR of GUNFIRE!  Kendall turns  towards it,  SCREAMING for a moment... Until he sees Childs  lower his  smoking rifle, a SHREDDED TARGET on a tree in front  of them.   He looks down, noticing has his own weapon TRAINED  ON CHILDS.  .. Childs steps forward, knocking Kendall's rifle away."
33.,CHILDS Don't you ever point a gun at me!
kendall,I'm- I'm sorry. . .
childs,"Come on, let's move."
childs,"Christ, am I alone in this world? Shoot something-"
childs,"A target, Kendall, cap a fucking target. What's wrong with you?"
childs,"Just safety your shit and get behind me, okay? I'll take care of this."
34.,"KENDALL  Enough to almost kill him. HARDY But you didn't. KENDALL No.    Poetic justice, though. OSBORNE Why? No reply.   Hardy smiles, understanding. HARDY Because Childs is the one who shot you. Osborne looks up, surprised.           Kendall nods. KENDALL But that came later. EXT. LOUISIANA BAYOU -- LAST NIGHT As Kendall safeties his rifle and lowers it... The SOUND of a tremendous EXPLOSION comes from their right! Kendall and Childs knocked off their feet as the sky momentarily LIGHTS UP with the blast as a MAN SCREAMS! CHILDS Over there! Childs points to the right, where the dim shine of PHOSPHOROUS can be seen through the trees. He drags Kendall to his feet and the two take off running towards it. Kendall panting and scared, ducking branches and leaping ditches as the two sprint towards the dying glow. CHILDS Hello!    HEL-"
35.,"The sound of GUNFIRE!   Childs TACKLES Kendall... CHILDS GET DOWN! They hit the deck, face down in mud. It takes them a second to realize the shots are not directed at them. CHILDS Fuck, what the fuck is going on- KENDALL What do we do? CHILDS Whoever it is isn't shooting at us... He trails off. The gunfire and screaming have stopped. Silence now, save for the wind and rain. KENDALL Don't want to go- CHILDS Fine. Childs rises and heads towards where the sounds were. Kendall, lying in the rain and mud, shivering.    Alone.   After a moment he gets up and follows. EXT. LOUISIANA BAYOU -- CREEK BED,-- LAST NIGHT The SCORCHED GROUND and TREES smolder under the rainfall. Kendall finds Childs, standing down by the creek. Something lies by his feet. KENDALL What's- He stops, seeing. KENDALL Oh, Jesus.. . WEST. Literally spread out on the ground, dead. Eyes open, face half blackened, he has been ripped in two at the torso. A horrifying sight. Kendall stumbles back from it. KENDALL Did- Did you- CHILDS It was the grenade you fucking idiot. Look at him!"
36.,"Kendall can't.   He sits, sobbing.   Part horror, part relief. CHILDS This isn't our area.   Whose area is This- MUELLER Can anybody hear me! Childs pivots at the sound of Mueller coming over the ridge. MUELLER Hey, I-  Mueller- MUELLER I don't know!"
37.,"KENDALL How can you not know- Mueller comes at him, screaming: MUELLER Shut the fuck up, you fucking faggot, You just shut the FUCK UP- CHILDS HEY! Mueller stops, eyes crazed. Childs looks to the sky, which is becoming worse by the second. CHILDS We have to get out of this.    To find the cabin. He helps Kendall to his feet. KENDALL What about Pike? CHILDS Maybe he'll be there.    Either way, we have to go. Kendall nods, slowly.   The two start up the hill. MUELLER Shouldn't we- I mean, we shouldn't just leave him here. He points down to West's body.    Childs looks at it. CHILDS You can carry him if you want. He and Kendall continue on. Mueller lingers a moment longer and then turns, following them up the hill. EXT. LOUISIANA BAYOU -- LAST NIGHT Kendall, Childs, and Mueller make their way through the bush. The WIND and RAIN have conspired into a FULL BLOWN HURRICANE. The three men are practically stumbling now, leaning in against it to stay on their feet. Kendall spies something through the maelstrom. It looks like WET WOOD. He points: KENDALL There! THE CABIN -- Wooden, one story, and large, it resembles a solidly built shack. It is being thrashed by the storm."
38.,"The trio stumble towards the front door... INT. CABIN -- LAST NIGHT Obviously abandoned. Bare of any furniture save for two wooden chairs next to an empty fireplace. DUNBAR and NUNEZ shout in surprise as the three men practically collapse into the cabin. Dunbar runs to bolt the door against the elements as Nunez helps them up. NUNEZ What happened to you- MUELLER What happened to you? DUNBAR We finished the course and came here, Then heard an explosion-  Where's Pike? CHILDS We don't know. West is dead. Silence. Dunbar and Nunez stare at him.    Mueller jerks a hand towards Kendall and Childs. MUELLER They found him. Poor fucker was Practically blown in half- KENDALL Poor fucker my ass... MUELLER You better watch it, faggot, I'm not Sure you and Childs didn't do him- CHILDS What about you, wandering around Alone? At least we have an alibi- DUNBAR What do you mean, alone? MUELLER Pike and I got separated- KENDALL Yeah and he doesn't know when- MUELLER I remember now, it was before the Explosion-"
39.,"KENDALL Oh, you remember now- MUELLER I'm about two seconds away from seeing If fairies really can fly- NUNEZ What about Pike? Mueller stops, as the others turn towards the big man. Silence. They realize what the question means. DUNBAR He wouldn't kill anybody. . . MUELLER Oh, bullshit, he's a fucking convict. You know how much he hated West- DUNBAR I hated West, Childs hated West, everyone with a goddamn brain hated West but that doesn't mean we killed him! NUNEZ What if it wasn't one of us?    What if it was a local- KENDALL He was blown up by a phosphorous grenade, they don't exactly sell those at 7-11. MUELLER Look, here are the facts - Roberto was with Dunbar, Queen Kendall was with Childs, and Pike's the only one not here. He did it! The others nod, becoming convinced. CHILDS He is the only one unaccounted for. KENDALL Maybe he's dead too.    Maybe you killed Them both, Mueller- DUNBAR Shut up.  Let me see your grenades. MUELLER Why?"
40.,"DUNBAR We were each given three so whoever killed West will be missing one. Mueller angrily digs into his sack and pulls out his grenades. MUELLER See?   Three.     Now can we please- He stops. Hearing a SOUND outside.        Through the wind and rain, FOOTSTEPS on the porch. They all turn to the door.       Waiting... The DOOR SWINGS OPEN.. Pike.       Covered in BLOOD. PIKE Hey, guys. They stare at him as he calmly closes the door and walks over to the empty FIREPLACE. Finally: DUNBAR Whose blood is that, Jay?       West's. PIKE Any kindling for afire? He looks around for kindling.       A beat. DUNBAR What do you mean, West's? PIKE I mean I killed him.  Isn't that what we all wanted? INT. KENDALL'S HOSPITAL ROOM -- PRESENT DAY HARDY He admitted it. KENDALL Right in front of us. Mueller went after him but we held him back. Pike surrendered and volunteered to be tied up. So we roped him to a chair and tried to ride out the storm. OSBORNE Why would he just surrender? Kendall turns to her and smiles. KENDALL Because he had a plan."
41.,"INT. CABIN -- LIVING ROOM -- LAST NIGHT Pike, tied to a chair by the fireplace while the others look for, food in the KITCHEN. Alone, Kendall walks past Pike: PIKE Hey, Kendall, talk to you for a sec? Kendall looks around - there seems no harm in it. PIKE You hated West as much as I did. I'm not saying what I did was right, but you can't tell me you're not glad the motherfucker's dead. Kendall says nothing. Pike looks around, makes sure no one is listening and then whispers: PIKE The thing is, we've got a real opportunity here. You turn me in Tomorrow and we're both fucked- KENOALL What are you talking about? PIKE A gay Senator's son who let his Sarge get fragged on a training exercise? The press'll crucify you and your father. His career will be over and it'll be your fault. But we do this different and you come out a hero. On Kendall, thinking about it.    A beat. KENOALL How? PIKE Mueller.    He's as bad as West and we both know   it. Now I can't do it, cause I'm   tied up, but we get the others to   go along- KENDALL Don't think I want to hear this- PIKE Someone else can do the deed, it doesn't have to be you. Maybe Nunez too, he's got a tendency to follow Mueller, but the rest of us can come out ahead - the guys who took out their Sergeant's killers! "
42.,"PIKE  I don't think he meant to do it. It was just reflex - he'd already been gutshot. I must have passed out cause next thing I knew... EXT. LOUISIANA BAYOU -- DAWN The sounds of RUNNING  and HEAVY BREATHING. Kendall's eyes flutter open. He's on   Dunbar's back, being carried through the woods. The sound   of GUNFIRE and a TREE BRANCH SHATTERS next to them. Someone   is chasing them. Trying to kill them. Nunez."
